0,9999850,0
1,9999570,66
2,9999850,0
3,9999850,0
4,9999850,0
5,9999850,0
6,9999850,0
7,9999849,0
8,9999850,0
9,9999849,0
10,9999850,0
11,9999850,0
12,9999849,0
13,9999850,0
14,10000954,39
15,9999850,0
16,9999570,66
17,9999850,0
18,10000954,39
19,9999850,0
20,9999850,0
21,9999819,51
22,9999849,0
23,10002507,155
24,9999850,0
25,10000954,39
26,9999850,0
27,9999849,0
28,9999849,0
29,9999850,0
30,9999850,0
31,9999849,0
32,9999850,0
33,9999849,0
34,9999569,66
35,9999850,0
36,9999850,0
37,9999244,87
38,9999849,0
39,9999850,0
40,9999850,0
41,9999243,87
42,10000953,39
43,9999850,0
44,9999244,87
45,9999850,0
46,9999850,0
47,9999850,0
48,9999850,0
49,9999849,0
50,9999850,0
51,9999850,0
52,9999850,0
53,9999850,0
54,10000954,39
55,10000252,116
56,9999850,0
57,10000954,39
58,9999850,0
59,9999850,0
60,9999850,0
61,9999850,0
62,9999819,51
63,9999849,0
64,9999849,0
65,9999849,0
66,9999850,0
67,9999850,0
68,9999849,0
69,9999850,0
70,9999849,0
71,9999850,0
72,9999850,0
73,9999850,0
74,9999850,0
75,9999849,0
76,9999850,0
77,9999244,87
78,9989879,1126
79,10000953,39
80,9999850,0
81,9999850,0
82,9999850,0
83,9999850,0
84,9999850,0
85,10000954,39
86,9999850,0
87,10005759,486
88,9999850,0
89,9999850,0
90,9996851,206
91,9999569,66
92,9999850,0
93,9999850,0
94,9999850,0
95,9999850,0
96,9999850,0
97,9999850,0
98,9999819,51
99,9999850,0
100,9999850,0
101,9999850,0
102,9999850,0
103,9999850,0
104,9999850,0
105,9999850,0
106,9999442,274
107,10000954,39
108,9996851,206
109,9999850,0
110,9999570,66
111,9999850,0
112,9999850,0
113,9999244,87
114,9999850,0
115,9987874,3750
116,9999850,0
117,9999850,0
118,9999850,0
119,9999849,0
120,9999850,0
121,9999850,0
122,10000954,39
123,9999819,51
124,9999849,0
125,9999849,0
126,9999850,0
127,10001209,2500
128,9999850,0
129,9999849,0
130,9999850,0
131,10000953,39
132,9999849,0
133,9999850,0
134,10000252,116
135,9999849,0
136,9999850,0
137,9999850,0
138,9999850,0
139,9999819,51
140,10001209,2500
141,10001209,2500
142,9999850,0
143,9999850,0
144,9999850,0
145,9999849,0
146,9999850,0
147,10000252,116
148,9999850,0
149,9999850,0
150,9999850,0
151,9999850,0
152,9999850,0
153,10010696,1484
154,9999850,0
155,9999850,0
156,9999849,0
157,10003913,365
158,9999850,0
159,9999849,0
160,9999849,0
161,9999850,0
162,9999850,0
163,9999849,0
164,9999850,0
165,9999243,87
166,9999850,0
167,9999850,0
168,9999850,0
169,9999569,66
170,9999850,0
171,9999850,0
172,9999850,0
173,9999850,0
174,9999244,87
175,9999849,0
176,9999850,0
177,9999850,0
178,9999850,0
179,10005758,486
180,9999849,0
181,9999850,0
182,10002507,155
183,9999850,0
184,9999850,0
185,9999850,0
186,9999849,0
187,9999850,0
188,9999850,0
189,9999850,0
190,10000954,39
191,9999850,0
192,9999850,0
193,9996851,206
194,9999850,0
195,9999850,0
196,10005692,644
197,10000953,39
198,9999850,0
199,9999850,0
200,9999569,66
201,9999850,0
202,9999850,0
203,9999850,0
204,9999850,0
205,9999850,0
206,9999849,0
207,9999850,0
208,9999849,0
209,9999850,0
210,9999850,0
211,9999849,0
212,9999850,0
213,9987875,3750
214,9999849,0
215,9999570,66
216,10005759,486
217,9999850,0
218,9999850,0
219,9999850,0
220,9999850,0
221,9999819,51
222,9999850,0
223,9999850,0
224,9999850,0
225,9999850,0
226,9999850,0
227,9999850,0
228,9999850,0
229,9999850,0
230,9999244,87
231,9999850,0
232,9999244,87
